"","pert_iname","mean","n","median","sd","sRGES"
"746","cirazoline",-0.33677992726568,7,-0.490456714383095,0.331883324175623,-0.33677992726568
"747","BRD-K69498175",-0.336738540616718,2,-0.336738540616718,0.0273539944324041,-0.336738540616718
"748","BRD-A88029023",-0.33640081799591,3,-0.330606680299932,0.209160403865656,-0.33640081799591
"749","BRD-K84145110",-0.336312501080249,1,-0.336312501080249,NA,-0.336312501080249
"750","BRD-K87073769",-0.336312501080249,1,-0.336312501080249,NA,-0.336312501080249
"751","YL-60",-0.336206106132984,3,-0.507668711656442,0.420894742231135,-0.336206106132984
"752","MW-STK33-22",-0.335643699597223,5,-0.57801399900861,0.554057829923774,-0.335643699597223
"753","BRD-K87166736",-0.335548738922972,2,-0.335548738922972,0.44200198933065,-0.335548738922972
"754","BRD-K21152785",-0.335290006192723,1,-0.335290006192723,NA,-0.335290006192723
"755","BRD-K84803513",-0.335189685257543,2,-0.335189685257543,0.346108025400867,-0.335189685257543
"756","BRD-K72061918",-0.33409709549061,1,-0.33409709549061,NA,-0.33409709549061
"757","BRD-K26779385",-0.333756263861435,1,-0.333756263861435,NA,-0.333756263861435
"758","SEW-2871",-0.333418541240627,2,-0.333418541240627,0.284023633820159,-0.333418541240627
"759","BRD-K34079378",-0.333412116574245,6,-0.477553876309223,0.384436694639484,-0.333412116574245
"760","BRD-K86684694",-0.332392937344734,1,-0.332392937344734,NA,-0.332392937344734
"761","BRD-K02544589",-0.33229952376611,1,-0.33229952376611,NA,-0.33229952376611
"762","BRD-K17906992",-0.331881689900972,1,-0.331881689900972,NA,-0.331881689900972
"763","BRD-K97631938",-0.331832100225236,3,-0.411383776414451,0.44975239419698,-0.331832100225236
"764","BRD-K53335770",-0.33145875937287,2,-0.33145875937287,0.288723218766696,-0.33145875937287
"765","clofibric-acid",-0.331372371010781,10,-0.478338969511122,0.36398792959542,-0.331372371010781
"766","BRD-K31671785",-0.331029610828034,1,-0.331029610828034,NA,-0.331029610828034
"767","BRD-K84102257",-0.330468773708535,3,-0.435375962198794,0.279591142367216,-0.330468773708535
"768","BRD-K13759728",-0.330347947569683,1,-0.330347947569683,NA,-0.330347947569683
"769","BRD-K73255556",-0.330347947569683,1,-0.330347947569683,NA,-0.330347947569683
"770","BRD-K52914903",-0.329978605738413,5,-0.242842535787321,0.293593643651228,-0.329978605738413
"771","JZL-184",-0.329909258957783,10,-0.32196423759075,0.290625403914392,-0.329909258957783
"772","BRD-K95044179",-0.329666284311333,1,-0.329666284311333,NA,-0.329666284311333
"773","BRD-K51998148",-0.329633932959522,12,-0.468473074301295,0.465960384110149,-0.329633932959522
"774","BRD-K64882872",-0.329572870732708,1,-0.329572870732708,NA,-0.329572870732708
"775","BRD-K34952911",-0.329458426845179,3,-0.260224948875256,0.265945972171993,-0.329458426845179
"776","BRD-K15107389",-0.329050160423326,8,-0.204754601226994,0.27203111293989,-0.329050160423326
"777","BRD-K19059335",-0.328926904071449,4,-0.330247626634503,0.220080008234453,-0.328926904071449
"778","RG-108",-0.328803101345686,29,-0.326480256677322,0.312873144661646,-0.328803101345686
"779","BRD-K19054197",-0.328302957794632,1,-0.328302957794632,NA,-0.328302957794632
"780","BRD-K67433929",-0.328302957794632,1,-0.328302957794632,NA,-0.328302957794632
"781","BRD-K99640003",-0.328132541980045,1,-0.328132541980045,NA,-0.328132541980045
"782","BRD-K87432599",-0.328041332062991,4,-0.34560327198364,0.228532914261477,-0.328041332062991
"783","BRD-K42471691",-0.32801399900861,2,-0.32801399900861,0.347287277331225,-0.32801399900861
"784","BRD-K06832445",-0.327868712586832,1,-0.327868712586832,NA,-0.327868712586832
"785","BRD-K45184415",-0.327791710350869,1,-0.327791710350869,NA,-0.327791710350869
"786","isosorbide",-0.327350557786513,2,-0.327350557786513,0.27597575773717,-0.327350557786513
"787","BRD-K27296582",-0.327280462907106,1,-0.327280462907106,NA,-0.327280462907106
"788","BRD-A10330754",-0.326969831305624,9,-0.430129516019087,0.303869932256699,-0.326969831305624
"789","BRD-K27161987",-0.326939631277931,1,-0.326939631277931,NA,-0.326939631277931
"790","BRD-K93896332",-0.32646688495215,2,-0.32646688495215,0.0799589974660187,-0.32646688495215
"791","L-655708",-0.326328062898988,2,-0.326328062898988,0.17783544504888,-0.326328062898988
"792","BRD-K21614065",-0.326085094064846,13,-0.419697707256736,0.244915585546009,-0.326085094064846
"793","BRD-K48332988",-0.325576304761231,1,-0.325576304761231,NA,-0.325576304761231
"794","BRD-K52643239",-0.325405888946643,1,-0.325405888946643,NA,-0.325405888946643
"795","ribostamycin",-0.325323790047716,1,-0.325323790047716,NA,-0.325323790047716
"796","BRD-K76188144",-0.325211249086042,12,-0.309882936791285,0.35274830120009,-0.325211249086042
"797","RS-16566",-0.325135152196875,2,-0.325135152196875,0.343887446493164,-0.325135152196875
"798","BRD-K47514459",-0.324801227924255,1,-0.324801227924255,NA,-0.324801227924255
"799","BRD-K54331210",-0.324509988615373,7,-0.401840490797546,0.387131567264128,-0.324509988615373
"800","leu-enkephalin",-0.324374370655871,11,-0.548568507157464,0.39462338655806,-0.324374370655871
"801","m-chlorophenylbiguanide",-0.324216087252897,2,-0.324216087252897,0.203528178838459,-0.324216087252897
"802","BRD-K58962381",-0.324042562429942,1,-0.324042562429942,NA,-0.324042562429942
"803","BRD-K29285912",-0.323872146615355,1,-0.323872146615355,NA,-0.323872146615355
"804","androstenedione",-0.323745968194287,8,-0.528100387370699,0.483638871717359,-0.323745968194287
"805","BRD-K29279625",-0.323701730800767,1,-0.323701730800767,NA,-0.323701730800767
"806","BRD-K64619734",-0.323531314986179,1,-0.323531314986179,NA,-0.323531314986179
"807","etofylline",-0.323364008179959,2,-0.323364008179959,0.455136726745329,-0.323364008179959
"808","SA-1455884",-0.322934859635123,2,-0.322934859635123,0.0979682708085658,-0.322934859635123
"809","BRD-K25583560",-0.322849651727829,1,-0.322849651727829,NA,-0.322849651727829
"810","BRD-K49640920",-0.322756238149204,1,-0.322756238149204,NA,-0.322756238149204
"811","BRD-K68780601",-0.322756238149204,1,-0.322756238149204,NA,-0.322756238149204
"812","cyclazosin",-0.32263572024959,6,-0.370636174691762,0.215349988099798,-0.32263572024959
"813","BRD-K88449712",-0.322508820098654,1,-0.322508820098654,NA,-0.322508820098654
"814","BRD-K08447949",-0.321935834954986,3,-0.452417543657554,0.323464584271644,-0.321935834954986
"815","n-(3-acetamidophenyl)-3-chlorobenzamide",-0.321373856251779,6,-0.413921791597011,0.259237633984558,-0.321373856251779
"816","BRD-K61237522",-0.321320387267383,9,-0.474401183739353,0.318251744786899,-0.321320387267383
"817","BRD-K54046891",-0.320843163070759,2,-0.320843163070759,0.00958572544608943,-0.320843163070759
"818","BRD-K04516579",-0.320414240647867,3,-0.454328561690525,0.31182016704235,-0.320414240647867
"819","BRD-K06877934",-0.320293414509015,1,-0.320293414509015,NA,-0.320293414509015
"820","BRD-K25388406",-0.320193093573835,2,-0.320193093573835,0.714121677368098,-0.320193093573835
"821","voriconazole",-0.320129467637962,11,-0.461279166016109,0.368127702359557,-0.320129467637962
"822","BRD-K48719132",-0.31995258287984,1,-0.31995258287984,NA,-0.31995258287984
"823","AS-604850",-0.319846187932575,6,-0.248703659354339,0.302858368302568,-0.319846187932575
"824","BRD-K83344091",-0.319611751250665,1,-0.319611751250665,NA,-0.319611751250665
"825","BRD-K01806521",-0.319562161574929,3,-0.461449581830696,0.321464627951534,-0.319562161574929
"826","flucloxacillin",-0.319367962765303,7,-0.498941061039967,0.364446984138711,-0.319367962765303
"827","BRD-K09997269",-0.318563962735742,3,-0.286298568507157,0.286302085002371,-0.318563962735742
"828","levocabastine",-0.317926956724751,3,-0.416837082481254,0.245906987615187,-0.317926956724751
"829","BRD-K27367875",-0.317737177290201,1,-0.317737177290201,NA,-0.317737177290201
"830","WAY-405",-0.317722064262314,2,-0.317722064262314,0.327137643734996,-0.317722064262314
"831","MC-1293",-0.317296024725846,2,-0.317296024725846,0.319356541859044,-0.317296024725846
"832","BRD-K70905242",-0.317225929846438,1,-0.317225929846438,NA,-0.317225929846438
"833","SD-6-035-A10",-0.317058623040218,2,-0.317058623040218,0.421155112516527,-0.317058623040218
"834","tyrphostin-AG-112",-0.316710405782519,18,-0.365012452810372,0.275437094448683,-0.316710405782519
"835","BRD-K13626437",-0.316373850773501,1,-0.316373850773501,NA,-0.316373850773501
"836","BRD-K18533094",-0.316373850773501,1,-0.316373850773501,NA,-0.316373850773501
"837","midodrine",-0.316358737745614,4,-0.394920428270494,0.198433008930651,-0.316358737745614
"838","BRD-K97951054",-0.316222798578876,3,-0.344033085579844,0.178354819055656,-0.316222798578876
"839","BRD-K05662507",-0.316033019144325,1,-0.316033019144325,NA,-0.316033019144325
"840","BRD-K24002047",-0.315862603329738,1,-0.315862603329738,NA,-0.315862603329738
"841","BRD-K93899689",-0.315727805746708,6,-0.310479392142342,0.324964509788497,-0.315727805746708
"842","BRD-K43579410",-0.315637454915866,3,-0.159850034083163,0.322556955772308,-0.315637454915866
"843","BRD-K21822525",-0.315131350395652,3,-0.441170099894773,0.251967272013819,-0.315131350395652
"844","BRD-K18699770",-0.3150105242568,1,-0.3150105242568,NA,-0.3150105242568
"845","BRD-K07609594",-0.314840108442212,1,-0.314840108442212,NA,-0.314840108442212
"846","dicoumarol",-0.314758009543286,1,-0.314758009543286,NA,-0.314758009543286
"847","BRD-K34392222",-0.314746694863587,1,-0.314746694863587,NA,-0.314746694863587
"848","BRD-K46170844",-0.314672801635992,2,-0.314672801635992,0.412478955692152,-0.314672801635992
"849","BRD-K26545050",-0.314499276813037,1,-0.314499276813037,NA,-0.314499276813037
"850","felodipine",-0.31446183516147,6,-0.436501887029867,0.280220227331595,-0.31446183516147
"851","BRD-K36767861",-0.314408066895983,4,-0.321745057941377,0.313215467027713,-0.314408066895983
"852","BRD-K61907493",-0.314405863234412,1,-0.314405863234412,NA,-0.314405863234412
"853","dimethadione",-0.314295525934309,2,-0.314295525934309,0.174848660446775,-0.314295525934309
"854","BRD-K58282082",-0.314235447419825,1,-0.314235447419825,NA,-0.314235447419825
"855","BRD-K48969316",-0.313632084712212,2,-0.313632084712212,0.550118212951791,-0.313632084712212
"856","SA-1938421",-0.313476781925511,1,-0.313476781925511,NA,-0.313476781925511
"857","BRD-K59794046",-0.313443446861371,2,-0.313443446861371,0.250524028303823,-0.313443446861371
"858","BRD-K44893543",-0.31305385139741,4,-0.323193592365372,0.372785233874869,-0.31305385139741
"859","BRD-K24053449",-0.312968643490116,2,-0.312968643490116,0.464294892282169,-0.312968643490116
"860","BRD-K35468072",-0.312795118667161,1,-0.312795118667161,NA,-0.312795118667161
"861","RDR-01440SC",-0.31238236873857,6,-0.38667348329925,0.279736076593519,-0.31238236873857
"862","tomelukast",-0.312132819028773,3,-0.434219495569189,0.257476106291093,-0.312132819028773
"863","BRD-A28412351",-0.31201313447363,2,-0.31201313447363,0.406307574757417,-0.31201313447363
"864","BRD-K91501298",-0.311772623779635,1,-0.311772623779635,NA,-0.311772623779635
"865","BRD-K39208132",-0.311501887029868,2,-0.311501887029868,0.498663782896124,-0.311501887029868
"866","4-(2-Amino-ethyl)-benzenesulfonamide",-0.311495813017783,3,-0.598293480944534,0.59108179186099,-0.311495813017783
"867","ioxaglic-acid",-0.311372021875214,6,-0.295568008365927,0.315351980426533,-0.311372021875214
"868","BRD-K62853937",-0.311261376335873,1,-0.311261376335873,NA,-0.311261376335873
"869","BRD-K25768791",-0.311090960521285,1,-0.311090960521285,NA,-0.311090960521285
"870","BRD-K90667125",-0.310927760302491,3,-0.3995886411354,0.266644188158513,-0.310927760302491
"871","BRD-K84677391",-0.310308976327754,2,-0.310308976327754,0.428238971174586,-0.310308976327754
"872","BRD-K69449860",-0.310238881448347,1,-0.310238881448347,NA,-0.310238881448347
"873","BRD-K25094947",-0.310063533205384,3,-0.44065885245101,0.286477567500102,-0.310063533205384
"874","ebselen",-0.310006193143163,8,-0.27211761182388,0.366832388758844,-0.310006193143163
"875","BRD-K48257023",-0.309557218189997,1,-0.309557218189997,NA,-0.309557218189997
"876","BRD-K65603160",-0.309131178653528,2,-0.309131178653528,0.0384401948191048,-0.309131178653528
"877","BRD-K67053230",-0.309045970746234,1,-0.309045970746234,NA,-0.309045970746234
"878","BRD-K35716340",-0.308855807173231,34,-0.303900161244465,0.365726703478936,-0.308855807173231
"879","BRD-K73824371",-0.308611725538434,1,-0.308611725538434,NA,-0.308611725538434
"880","BRD-K89644093",-0.308364307487884,1,-0.308364307487884,NA,-0.308364307487884
"881","BRD-K09068728",-0.308082353802482,3,-0.225883053227488,0.323538671255237,-0.308082353802482
"882","amylocaine",-0.307582323294353,8,-0.488563918386377,0.511535624741943,-0.307582323294353
"883","BRD-K30658064",-0.307512228414946,1,-0.307512228414946,NA,-0.307512228414946
"884","BRD-K32159948",-0.307512228414946,1,-0.307512228414946,NA,-0.307512228414946
"885","PSB-069",-0.307369303526118,4,-0.521368962694489,0.485554999857224,-0.307369303526118
"886","BRD-K39911750",-0.307341812600358,1,-0.307341812600358,NA,-0.307341812600358
"887","BRD-K57280824",-0.307341812600358,1,-0.307341812600358,NA,-0.307341812600358
"888","BRD-K61268714",-0.307341812600358,1,-0.307341812600358,NA,-0.307341812600358
"889","BRD-K83836941",-0.307341812600358,1,-0.307341812600358,NA,-0.307341812600358
"890","BRD-K46178029",-0.307124689996458,2,-0.307124689996458,0.0833214538815911,-0.307124689996458
"891","BRD-K78496556",-0.306951391295447,3,-0.16373315374617,0.315549180660976,-0.306951391295447
"892","BRD-K00859168",-0.306916914647598,6,-0.2979356077339,0.277826863354884,-0.306916914647598
"893","BRD-K02969269",-0.306736318233499,3,-0.416325835037491,0.194407673921635,-0.306736318233499
"894","BRD-K84522516",-0.306660149342008,1,-0.306660149342008,NA,-0.306660149342008
"895","BRD-K38061943",-0.306602432360474,4,-0.445278301481128,0.32443811800955,-0.306602432360474
"896","BRD-K14738608",-0.30648973352742,1,-0.30648973352742,NA,-0.30648973352742
"897","BRD-K56931391",-0.30648973352742,1,-0.30648973352742,NA,-0.30648973352742
"898","BRD-K49807497",-0.30645639846328,2,-0.30645639846328,0.32619939616087,-0.30645639846328
"899","BRD-K07489121",-0.306396319948795,1,-0.306396319948795,NA,-0.306396319948795
"900","dihydroxyphenylglycine",-0.306218996777652,2,-0.306218996777652,0.435710106217798,-0.306218996777652
"901","BRD-K33606495",-0.305981595092025,2,-0.305981595092025,0.490323362755293,-0.305981595092025
"902","BRD-K26130452",-0.305978486083657,1,-0.305978486083657,NA,-0.305978486083657
"903","BRD-K03130528",-0.30580807026907,1,-0.30580807026907,NA,-0.30580807026907
"904","BRD-K22583762",-0.305637654454482,1,-0.305637654454482,NA,-0.305637654454482
"905","BRD-K84244541",-0.305637654454482,2,-0.305637654454482,0.109897986442081,-0.305637654454482
"906","theobromine",-0.305452125612008,2,-0.305452125612008,0.467402179062389,-0.305452125612008
"907","BRD-K28623651",-0.305296822825307,1,-0.305296822825307,NA,-0.305296822825307
"908","o-3M3FBS",-0.305291890396931,3,-0.222015362335127,0.218933942715068,-0.305291890396931
"909","BRD-K88626416",-0.304785575381544,1,-0.304785575381544,NA,-0.304785575381544
"910","SA-1462246",-0.30463075162702,3,-0.216075938217371,0.404640238068466,-0.30463075162702
"911","BRD-K34136030",-0.304521745988332,1,-0.304521745988332,NA,-0.304521745988332
"912","BRD-K54657957",-0.304429630724482,2,-0.304429630724482,0.298268660688688,-0.304429630724482
"913","BRD-K77349332",-0.303763080494019,1,-0.303763080494019,NA,-0.303763080494019
"914","BRD-K15400899",-0.303631165797412,2,-0.303631165797412,0.0272879410575038,-0.303631165797412
"915","BRD-K59397033",-0.303592664679431,1,-0.303592664679431,NA,-0.303592664679431
"916","BRD-K13369161",-0.30349234374425,2,-0.30349234374425,0.244645191426928,-0.30349234374425
"917","BRD-K30912278",-0.303422248864843,1,-0.303422248864843,NA,-0.303422248864843
"918","BRD-K06476055",-0.303420533011165,5,-0.575664621676892,0.432682548505094,-0.303420533011165
"919","BRD-K44029733",-0.303251833050256,1,-0.303251833050256,NA,-0.303251833050256
"920","BRD-K48454318",-0.303043975584102,3,-0.299250170415815,0.353524652933289,-0.303043975584102
"921","BRD-K54029516",-0.302817587842456,1,-0.302817587842456,NA,-0.302817587842456
"922","BRD-K96752633",-0.302570169791905,1,-0.302570169791905,NA,-0.302570169791905
"923","BRD-K51288770",-0.302399753977318,1,-0.302399753977318,NA,-0.302399753977318
"924","BRD-K25070860",-0.30187843118163,3,-0.493694614860259,0.418209673221809,-0.30187843118163
"925","BRD-K45543414",-0.301718090718968,1,-0.301718090718968,NA,-0.301718090718968
"926","BRD-K21643869",-0.301624677140343,1,-0.301624677140343,NA,-0.301624677140343
"927","BRD-K43286821",-0.301510233252813,3,-0.183878663940014,0.253695690991487,-0.301510233252813
"928","BRD-A89208012",-0.301444750821163,7,-0.140763462849352,0.321294904614699,-0.301444750821163
"929","BRD-K14952621",-0.301377259089792,1,-0.301377259089792,NA,-0.301377259089792
"930","BRD-K76086682",-0.301377259089792,1,-0.301377259089792,NA,-0.301377259089792
"931","BRD-K90361987",-0.301295160190866,1,-0.301295160190866,NA,-0.301295160190866
"932","BRD-K70524666",-0.301020133977935,5,-0.479172826547806,0.325189246212406,-0.301020133977935
"933","carprofen",-0.301012203414603,4,-0.304344422817188,0.167920097591155,-0.301012203414603
"934","BRD-K37461197",-0.30086601164603,1,-0.30086601164603,NA,-0.30086601164603
"935","BRD-K55071917",-0.300765690710849,4,-0.330844081985559,0.31857737616168,-0.300765690710849
"936","BRD-K73888531",-0.300719603626146,7,-0.477164280845263,0.442724305254498,-0.300719603626146
"937","BRD-K45932120",-0.300431766438229,1,-0.300431766438229,NA,-0.300431766438229
"938","BRD-K46284961",-0.300382255128027,4,-0.290370326021005,0.247249945034949,-0.300382255128027
"939","BRD-K88306467",-0.300354764202267,1,-0.300354764202267,NA,-0.300354764202267
"940","BRD-K93157782",-0.300184348387679,1,-0.300184348387679,NA,-0.300184348387679
"941","BRD-A94381689",-0.299998819545205,2,-0.299998819545205,0.380933154876482,-0.299998819545205
"942","KUC104547N",-0.299980597508951,2,-0.299980597508951,0.290289747082208,-0.299980597508951
"943","benzanthrone",-0.299818223131106,3,-0.353442399454669,0.2898723580786,-0.299818223131106
"944","BRD-K51683034",-0.299781244267907,8,-0.477894707938399,0.413050208748935,-0.299781244267907
"945","BRD-K94292824",-0.299673100943916,1,-0.299673100943916,NA,-0.299673100943916
"946","BRD-K32582686",-0.299425514135313,5,-0.498770645225379,0.479587120317634,-0.299425514135313
"947","BRD-K40577058",-0.298885042738301,3,-0.397373235545761,0.181047903301547,-0.298885042738301
"948","BRD-K01558205",-0.298650606056391,1,-0.298650606056391,NA,-0.298650606056391
"949","BRD-K92023938",-0.298480190241803,1,-0.298480190241803,NA,-0.298480190241803
"950","BRD-A42610307",-0.298316990023009,3,-0.224267211997273,0.370117468073795,-0.298316990023009
"951","BRD-K74109131",-0.298239892247702,5,-0.235137380058372,0.231719626617255,-0.298239892247702
"952","BRD-K52662613",-0.298139358612628,1,-0.298139358612628,NA,-0.298139358612628
"953","BRD-K16195900",-0.297798526983453,1,-0.297798526983453,NA,-0.297798526983453
"954","BRD-K67862512",-0.297705113404828,1,-0.297705113404828,NA,-0.297705113404828
"955","BRD-K92932331",-0.297603887122852,4,-0.299213726343307,0.431676323207875,-0.297603887122852
"956","BRD-K83241810",-0.297364281775653,1,-0.297364281775653,NA,-0.297364281775653
"957","BRD-K89784888",-0.297073348061451,6,-0.448430994050999,0.438861437848929,-0.297073348061451
"958","VU-0415374-1",-0.296771099667551,3,-0.400611136022925,0.345415424609894,-0.296771099667551
"959","BG-1013",-0.296709204096267,4,-0.507376643862053,0.542819237564271,-0.296709204096267
"960","BRD-K98321674",-0.296435200466752,1,-0.296435200466752,NA,-0.296435200466752
"961","BRD-K48478472",-0.296094368837577,1,-0.296094368837577,NA,-0.296094368837577
"962","BRD-K88842895",-0.296094368837577,1,-0.296094368837577,NA,-0.296094368837577
"963","benzylpenicillin",-0.295590336989607,9,-0.177232447171097,0.282974568790521,-0.295590336989607
"964","BRD-K01912493",-0.295583121393814,1,-0.295583121393814,NA,-0.295583121393814
"965","BRD-K81461172",-0.295583121393814,2,-0.295583121393814,0.0450678146155024,-0.295583121393814
"966","BRD-K91671201",-0.295501022494888,2,-0.295501022494888,0.205335711510203,-0.295501022494888
"967","YL-51",-0.295208954700498,2,-0.295208954700498,0.320656295967519,-0.295208954700498
"968","BRD-K26160061",-0.295141968829458,2,-0.295141968829458,0.454749450360176,-0.295141968829458
"969","fenbendazole",-0.294868826496992,21,-0.29107021131561,0.339674326372446,-0.294868826496992
"970","BRD-K23688566",-0.294560626506288,1,-0.294560626506288,NA,-0.294560626506288
"971","BRD-K69503483",-0.294219794877113,1,-0.294219794877113,NA,-0.294219794877113
"972","BRD-K62687522",-0.294049379062526,1,-0.294049379062526,NA,-0.294049379062526
"973","docosatrienoic-acid",-0.29404904174086,7,-0.456884798909339,0.404778425689728,-0.29404904174086
"974","BRD-K81813927",-0.293829935693533,7,-0.343521838136081,0.254687070390119,-0.293829935693533
"975","BRD-K88272013",-0.293444718040138,1,-0.293444718040138,NA,-0.293444718040138
"976","BRD-K62768020",-0.293331916787579,5,-0.306541606370574,0.23561718812185,-0.293331916787579
"977","methazolamide",-0.292965146475095,3,-0.476275757699817,0.333269653652609,-0.292965146475095
"978","BRD-K09861842",-0.292856468360413,1,-0.292856468360413,NA,-0.292856468360413
"979","BRD-K42943439",-0.292856468360412,1,-0.292856468360412,NA,-0.292856468360412
"980","NF-449",-0.292750073413147,12,-0.352742514160065,0.299330709140626,-0.292750073413147
"981","BRD-K07591847",-0.292422223152613,1,-0.292422223152613,NA,-0.292422223152613
"982","BRD-K26947839",-0.292397093759803,2,-0.292397093759803,0.341744177137875,-0.292397093759803
"983","aminosalicylic-acid",-0.292226677945215,2,-0.292226677945215,0.392837100659193,-0.292226677945215
"984","BRD-K08936794",-0.292174805102062,1,-0.292174805102062,NA,-0.292174805102062
"985","BRD-K13896696",-0.292174805102062,1,-0.292174805102062,NA,-0.292174805102062
"986","BRD-K08482401",-0.29212809831275,2,-0.29212809831275,0.145018569077145,-0.29212809831275
"987","BRD-K11778076",-0.292056262130628,1,-0.292056262130628,NA,-0.292056262130628
"988","BRD-K95606637",-0.292047450393593,18,-0.20788907176061,0.368856836168954,-0.292047450393593
"989","ST-024029",-0.291764091293373,5,-0.416325835037491,0.294760161381046,-0.291764091293373
"990","BRD-K16827616",-0.291644587437751,8,-0.239860259032039,0.253217618681141,-0.291644587437751
"991","BRD-K98113345",-0.291493141843712,1,-0.291493141843712,NA,-0.291493141843712
"992","alrestatin",-0.291068243890951,6,-0.243761600731299,0.301058734026653,-0.291068243890951
"993","BRD-K67778494",-0.291009888420487,25,-0.367927743694615,0.352581854720867,-0.291009888420487
"994","BMS-299897",-0.29099406451832,23,-0.339091026956804,0.310299008101605,-0.29099406451832
"995","benzydamine",-0.290915066400289,4,-0.263870666852635,0.242934827705895,-0.290915066400289
"996","BRD-K79917113",-0.290811478585361,1,-0.290811478585361,NA,-0.290811478585361
"997","BRD-K95877457",-0.290811478585361,1,-0.290811478585361,NA,-0.290811478585361
"998","BRD-K09454555",-0.290470646956186,1,-0.290470646956186,NA,-0.290470646956186
"999","BRD-K59893315",-0.290377233377562,1,-0.290377233377562,NA,-0.290377233377562
"1000","BRD-K92754162",-0.290285118113712,2,-0.290285118113712,0.469089209556018,-0.290285118113712
"1001","BRD-K93859331",-0.290218132242672,1,-0.290218132242672,NA,-0.290218132242672
"1002","AICA-ribonucleotide",-0.290112473544046,19,-0.329413769597819,0.346853284188803,-0.290112473544046
"1003","flavoxate",-0.289944286484537,4,-0.478527607361963,0.551897656607228,-0.289944286484537
"1004","cytosporone-b",-0.28972045893159,18,-0.283042445993739,0.391055098414704,-0.28972045893159
"1005","BRD-K27005217",-0.289618567883248,1,-0.289618567883248,NA,-0.289618567883248
"1006","BRD-K76691125",-0.288942477585721,5,-0.408109431864779,0.24566705254031,-0.288942477585721
"1007","BRD-K24598397",-0.288772061771133,5,-0.321879029683457,0.328716358695204,-0.288772061771133
"1008","SD-6-035-A8",-0.288355775001621,5,-0.214857898122448,0.388001599880312,-0.288355775001621
"1009","BRD-K85398522",-0.288161827787923,1,-0.288161827787923,NA,-0.288161827787923
"1010","alda-1",-0.288121299289391,19,-0.443592365371506,0.3534625685492,-0.288121299289391
"1011","3,3'-diindolylmethane",-0.28799901522069,13,-0.181115566834105,0.422148729973936,-0.28799901522069
"1012","BRD-K24307074",-0.287814088802192,2,-0.287814088802192,0.333765263531393,-0.287814088802192
"1013","BRD-A31429689",-0.287643672987605,2,-0.287643672987605,0.494566708840169,-0.287643672987605
"1014","BRD-K43714262",-0.287403162293609,1,-0.287403162293609,NA,-0.287403162293609
"1015","BRD-K16980601",-0.287232746479022,1,-0.287232746479022,NA,-0.287232746479022
"1016","BRD-K36048022",-0.287062330664434,1,-0.287062330664434,NA,-0.287062330664434
"1017","BRD-K30936057",-0.286891914849847,1,-0.286891914849847,NA,-0.286891914849847
"1018","BRD-K66438357",-0.28687680182196,2,-0.28687680182196,0.371533984983409,-0.28687680182196
"1019","azapropazone",-0.286773371878413,2,-0.286773371878413,0.396934174715148,-0.286773371878413
"1020","BRD-K39522184",-0.286291279692656,5,-0.454498977505112,0.309171273445794,-0.286291279692656
"1021","BRD-K05156496",-0.286210251591496,1,-0.286210251591496,NA,-0.286210251591496
"1022","BRD-K68350686",-0.286210251591496,1,-0.286210251591496,NA,-0.286210251591496
"1023","ST-013960",-0.28619513856361,2,-0.28619513856361,0.394618863480134,-0.28619513856361
"1024","BRD-K50223932",-0.285699004147734,1,-0.285699004147734,NA,-0.285699004147734
"1025","BRD-K63841469",-0.285528588333146,1,-0.285528588333146,NA,-0.285528588333146
"1026","diprotin-a",-0.285190865712338,2,-0.285190865712338,0.162798442635145,-0.285190865712338
"1027","BRD-K92326486",-0.285069213732537,1,-0.285069213732537,NA,-0.285069213732537
"1028","BRD-K79459005",-0.284865304982429,4,-0.536365554378197,0.54654195093455,-0.284865304982429
"1029","BRD-K41970046",-0.284676509260208,1,-0.284676509260208,NA,-0.284676509260208
"1030","BRD-A43640821",-0.284661396232321,6,-0.23907516583014,0.375032843213573,-0.284661396232321
"1031","BRD-K03358980",-0.284484906405649,6,-0.50390134169926,0.425890241361345,-0.284484906405649
"1032","BRD-K75725000",-0.284412679866996,1,-0.284412679866996,NA,-0.284412679866996
"1033","minoxidil",-0.284390807885454,26,-0.196793821776163,0.307685582856703,-0.284390807885454
"1034","naproxen",-0.28435861304773,8,-0.450031722253327,0.461647581814755,-0.28435861304773
"1035","BRD-K98194167",-0.284165261816445,1,-0.284165261816445,NA,-0.284165261816445
"1036","BRD-K80907598",-0.28382443018727,1,-0.28382443018727,NA,-0.28382443018727
"1037","EMF-sumo1-4",-0.283535471401248,3,-0.455996275763893,0.389047473202239,-0.283535471401248
"1038","molindone",-0.283520200501982,4,-0.403118609406953,0.420374492627047,-0.283520200501982
"1039","BRD-K63220166",-0.28331875570433,5,-0.470311204189251,0.524378375491264,-0.28331875570433
"1040","BRD-K48005755",-0.283313182743507,1,-0.283313182743507,NA,-0.283313182743507
"1041","BRD-K79080366",-0.28314276692892,1,-0.28314276692892,NA,-0.28314276692892
"1042","BRD-K25375605",-0.282821298919707,3,-0.420074982958418,0.373685156582618,-0.282821298919707
"1043","BRD-K02269790",-0.282794162400005,6,-0.231119236690391,0.390611068073457,-0.282794162400005
"1044","BRD-K98803880",-0.282726704430162,5,-0.471710974778459,0.332243684991477,-0.282726704430162
