"","pert_iname","mean","n","median","sd","sRGES"
"1045","icariin",-0.282411513994833,3,-0.402656125797976,0.338275810773663,-0.282411513994833
"1046","tyrphostin-AG-1295",-0.28236442714264,10,-0.446233810497614,0.438906200218976,-0.28236442714264
"1047","BRD-K62841356",-0.281949856226807,1,-0.281949856226807,NA,-0.281949856226807
"1048","MAZ-51",-0.281855609303711,9,-0.409509202453988,0.376684557372171,-0.281855609303711
"1049","BRD-K25481209",-0.281779440412219,1,-0.281779440412219,NA,-0.281779440412219
"1050","BRD-K47123716",-0.281779440412219,1,-0.281779440412219,NA,-0.281779440412219
"1051","BRD-K65572849",-0.281697341513292,1,-0.281697341513292,NA,-0.281697341513292
"1052","BRD-K65243627",-0.281673045464954,3,-0.647373235545761,0.783603234608663,-0.281673045464954
"1053","BRD-K70751730",-0.281470120427176,3,-0.379516019086571,0.314015466585714,-0.281470120427176
"1054","BRD-K28112517",-0.280606879790417,17,-0.200031722253328,0.391218050589183,-0.280606879790417
"1055","BRD-K96113587",-0.280416113895518,1,-0.280416113895518,NA,-0.280416113895518
"1056","deferiprone",-0.28014537714575,2,-0.28014537714575,0.594049968262638,-0.28014537714575
"1057","BRD-K90660470",-0.280113783384324,2,-0.280113783384324,0.25937513610953,-0.280113783384324
"1058","BRD-K41668190",-0.279916131388938,9,-0.475289706884799,0.421157447871705,-0.279916131388938
"1059","BRD-K33743361",-0.279719337609281,4,-0.316547375596456,0.301078557464181,-0.279719337609281
"1060","BRD-A94675310",-0.279567143830947,2,-0.279567143830947,0.498999519579668,-0.279567143830947
"1061","BRD-K37762845",-0.279516019086571,5,-0.288343558282209,0.280190948341442,-0.279516019086571
"1062","BRD-K00484200",-0.279393619007993,1,-0.279393619007993,NA,-0.279393619007993
"1063","BRD-K92847204",-0.279311520109066,1,-0.279311520109066,NA,-0.279311520109066
"1064","BRD-K37140349",-0.279223203193405,1,-0.279223203193405,NA,-0.279223203193405
"1065","BRD-K91188527",-0.279223203193405,1,-0.279223203193405,NA,-0.279223203193405
"1066","ambroxol",-0.278895233339554,5,-0.275221540558964,0.238104858548475,-0.278895233339554
"1067","BRD-K51322285",-0.278835664774917,2,-0.278835664774917,0.0868276216186489,-0.278835664774917
"1068","BRD-K62560708",-0.278788957985605,1,-0.278788957985605,NA,-0.278788957985605
"1069","BRD-K16323731",-0.278711955749642,1,-0.278711955749642,NA,-0.278711955749642
"1070","BRD-K11847435",-0.27844812635643,1,-0.27844812635643,NA,-0.27844812635643
"1071","SC-68376",-0.278410780244208,5,-0.4313224267212,0.531673858510347,-0.278410780244208
"1072","BRD-K78701355",-0.278374233128834,2,-0.278374233128834,0.410791925198524,-0.278374233128834
"1073","maraviroc",-0.278191703637699,10,-0.287284619322175,0.294956096088462,-0.278191703637699
"1074","BRD-K89383912",-0.278142991324346,4,-0.261466623412155,0.378641882111463,-0.278142991324346
"1075","BRD-K26257340",-0.277787958377288,6,-0.141512111978743,0.36959117290808,-0.277787958377288
"1076","BRD-K23744058",-0.277519045047529,1,-0.277519045047529,NA,-0.277519045047529
"1077","BRD-K65774694",-0.277485709983388,2,-0.277485709983388,0.230520666736514,-0.277485709983388
"1078","BRD-K61823824",-0.277348629232942,1,-0.277348629232942,NA,-0.277348629232942
"1079","farnesylcysteine-methyl-ester",-0.277237375076009,5,-0.152656125797976,0.272401301459738,-0.277237375076009
"1080","BRD-K92730269",-0.277007797603766,1,-0.277007797603766,NA,-0.277007797603766
"1081","hymecromone",-0.27692569870484,2,-0.27692569870484,0.544187836373288,-0.27692569870484
"1082","BRD-K08246588",-0.276837381789179,1,-0.276837381789179,NA,-0.276837381789179
"1083","BRD-K78352220",-0.276837381789179,1,-0.276837381789179,NA,-0.276837381789179
"1084","BRD-K88942732",-0.276837381789179,1,-0.276837381789179,NA,-0.276837381789179
"1085","isometheptene",-0.276737060853998,2,-0.276737060853998,0.207478980865493,-0.276737060853998
"1086","9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide",-0.276634474092447,14,-0.378201456404656,0.326085022872547,-0.276634474092447
"1087","BRD-K37127624",-0.276609248993058,4,-0.289006999504305,0.256699756566339,-0.276609248993058
"1088","BRD-K21600166",-0.276496550160004,1,-0.276496550160004,NA,-0.276496550160004
"1089","fraxidin",-0.276390155212739,3,-0.142431176922721,0.296929888193076,-0.276390155212739
"1090","alpha-estradiol",-0.27624453478927,11,-0.34193622296164,0.31994963725275,-0.27624453478927
"1091","ciclacillin",-0.276168580306153,5,-0.122188139059305,0.35781182799686,-0.276168580306153
"1092","BRD-K89329876",-0.276094240355834,29,-0.438443446861371,0.424578130645261,-0.276094240355834
"1093","BRD-K88376874",-0.275814886901653,1,-0.275814886901653,NA,-0.275814886901653
"1094","atenolol",-0.275765297225917,3,-0.075116930160621,0.393373056458842,-0.275765297225917
"1095","BRD-K82340687",-0.275714565966473,2,-0.275714565966473,0.137398252903405,-0.275714565966473
"1096","BRD-K24058148",-0.27530363945789,1,-0.27530363945789,NA,-0.27530363945789
"1097","BRD-K56379651",-0.27530363945789,1,-0.27530363945789,NA,-0.27530363945789
"1098","MK-212",-0.275148537921876,9,-0.246762099522836,0.235208748531188,-0.275148537921876
"1099","BRD-K78704198",-0.275133223643303,1,-0.275133223643303,NA,-0.275133223643303
"1100","AQ-RA741",-0.275042013726249,4,-0.278544648943422,0.161777006719188,-0.275042013726249
"1101","troleandomycin",-0.275038976720207,3,-0.323108384458078,0.184729092162426,-0.275038976720207
"1102","BRD-K36718717",-0.274962807828715,1,-0.274962807828715,NA,-0.274962807828715
"1103","BRD-K71970656",-0.274929472764575,2,-0.274929472764575,0.486949301768037,-0.274929472764575
"1104","BRD-K46911271",-0.27462197619954,1,-0.27462197619954,NA,-0.27462197619954
"1105","BRD-K95437400",-0.27462197619954,1,-0.27462197619954,NA,-0.27462197619954
"1106","BRD-A81389811",-0.274539877300613,1,-0.274539877300613,NA,-0.274539877300613
"1107","salicin",-0.274199045671438,2,-0.274199045671438,0.288964223122928,-0.274199045671438
"1108","BRD-K04722205",-0.274186897647269,3,-0.552488070892979,0.532661924295664,-0.274186897647269
"1109","BRD-K14327282",-0.274110728755777,1,-0.274110728755777,NA,-0.274110728755777
"1110","BRD-K36226647",-0.274110728755777,1,-0.274110728755777,NA,-0.274110728755777
"1111","STK-222600",-0.27355045375761,7,-0.169734151329243,0.380723144119174,-0.27355045375761
"1112","retinol",-0.273431789715819,28,-0.342261941562928,0.398909372851594,-0.273431789715819
"1113","BRD-K21503128",-0.273429065497427,1,-0.273429065497427,NA,-0.273429065497427
"1114","BRD-K79552375",-0.273429065497427,1,-0.273429065497427,NA,-0.273429065497427
"1115","UNC-0321",-0.273311365707989,14,-0.436228041271732,0.409203450013702,-0.273311365707989
"1116","BRD-K06202986",-0.273258649682839,1,-0.273258649682839,NA,-0.273258649682839
"1117","BAY-K8644",-0.273073870330388,25,-0.392090345293546,0.378359716258953,-0.273073870330388
"1118","lopinavir",-0.273057579283026,9,-0.425017041581459,0.424113873876128,-0.273057579283026
"1119","BRD-K63811860",-0.272917818053664,2,-0.272917818053664,0.0626611326204843,-0.272917818053664
"1120","SC-19220",-0.272787058362817,5,-0.483810497614179,0.417554466703457,-0.272787058362817
"1121","SA-103006",-0.272666092987719,9,-0.278788957985605,0.303685188009266,-0.272666092987719
"1122","BRD-K47119747",-0.272142741216689,1,-0.272142741216689,NA,-0.272142741216689
"1123","BRD-K96403486",-0.271880210138252,4,-0.250937286980231,0.350447624483362,-0.271880210138252
"1124","BRD-K44446302",-0.271461077958339,1,-0.271461077958339,NA,-0.271461077958339
"1125","BRD-K00434250",-0.271213659907788,1,-0.271213659907788,NA,-0.271213659907788
"1126","BRD-K40160468",-0.271213659907788,1,-0.271213659907788,NA,-0.271213659907788
"1127","BRD-K24722667",-0.271119412984692,3,-0.0442716677202666,0.422740040532832,-0.271119412984692
"1128","BRD-K24026396",-0.270872828278613,1,-0.270872828278613,NA,-0.270872828278613
"1129","BRD-K63096635",-0.270872828278613,1,-0.270872828278613,NA,-0.270872828278613
"1130","BRD-K61541549",-0.270779414699988,1,-0.270779414699988,NA,-0.270779414699988
"1131","BRD-K40949493",-0.270602091528845,2,-0.270602091528845,0.222180246595685,-0.270602091528845
"1132","BRD-K53011428",-0.270544858424762,5,-0.0744352669022708,0.319762802430484,-0.270544858424762
"1133","triprolidine",-0.2705264530317,7,-0.396180324843648,0.264978326584403,-0.2705264530317
"1134","BRD-K17135741",-0.27036158083485,1,-0.27036158083485,NA,-0.27036158083485
"1135","BRD-K57082361",-0.27036158083485,1,-0.27036158083485,NA,-0.27036158083485
"1136","BRD-K38517635",-0.270191165020263,1,-0.270191165020263,NA,-0.270191165020263
"1137","lavendustin-a",-0.270155366003666,5,-0.355828220858896,0.411074214987184,-0.270155366003666
"1138","ciproxifan",-0.270090844085082,2,-0.270090844085082,0.208684002646657,-0.270090844085082
"1139","molsidomine",-0.269998193303228,9,-0.133265167007498,0.315219183063201,-0.269998193303228
"1140","BRD-K30459086",-0.26991435425841,3,-0.437457396046353,0.341878047428941,-0.26991435425841
"1141","BRD-K27559321",-0.269850333391087,1,-0.269850333391087,NA,-0.269850333391087
"1142","BRD-K67619794",-0.269829146351116,6,-0.324605682716858,0.429925041717682,-0.269829146351116
"1143","BRD-K93473872",-0.269812891739521,3,-0.250170415814588,0.200638396686575,-0.269812891739521
"1144","BRD-K57490099",-0.2696799175765,1,-0.2696799175765,NA,-0.2696799175765
"1145","BRD-K71855031",-0.269509501761912,1,-0.269509501761912,NA,-0.269509501761912
"1146","nifekalant",-0.269476166697772,2,-0.269476166697772,0.414165986185781,-0.269476166697772
"1147","BRD-A75769921",-0.269086571233811,1,-0.269086571233811,NA,-0.269086571233811
"1148","BRD-K23342641",-0.268916155419223,1,-0.268916155419223,NA,-0.268916155419223
"1149","L-692585",-0.268390330346457,5,-0.0594386752185625,0.351453605465565,-0.268390330346457
"1150","BRD-K23027438",-0.268378876495098,7,-0.386466623412155,0.446008466068815,-0.268378876495098
"1151","BRD-K69347381",-0.268165538865174,3,-0.583467305075413,0.684701491088904,-0.268165538865174
"1152","BRD-K92947165",-0.267975759430624,1,-0.267975759430624,NA,-0.267975759430624
"1153","z-guggulsterone",-0.267960646402738,2,-0.267960646402738,0.350033057577097,-0.267960646402738
"1154","BRD-K01602319",-0.267857216459189,2,-0.267857216459189,0.305111514990514,-0.267857216459189
"1155","BRD-K68458302",-0.267805343616036,1,-0.267805343616036,NA,-0.267805343616036
"1156","BRD-K71921803",-0.267805343616036,1,-0.267805343616036,NA,-0.267805343616036
"1157","BRD-K27263987",-0.267294096172273,1,-0.267294096172273,NA,-0.267294096172273
"1158","BRD-K64618192",-0.266978931955086,3,-0.464883027515258,0.444793034981993,-0.266978931955086
"1159","BRD-K75972810",-0.266859850964474,1,-0.266859850964474,NA,-0.266859850964474
"1160","BRD-K89486464",-0.266767735700624,2,-0.266767735700624,0.480416414298951,-0.266767735700624
"1161","BRD-K01221769",-0.266178187706123,1,-0.266178187706123,NA,-0.266178187706123
"1162","perospirone",-0.266128676395921,4,-0.431626814277867,0.500002613477601,-0.266128676395921
"1163","BRD-K10491285",-0.26610118547016,1,-0.26610118547016,NA,-0.26610118547016
"1164","auraptene",-0.2660343574705,4,-0.46647684836103,0.534301162552727,-0.2660343574705
"1165","BRD-K26682747",-0.265930769655573,1,-0.265930769655573,NA,-0.265930769655573
"1166","BRD-K43601041",-0.265930769655573,1,-0.265930769655573,NA,-0.265930769655573
"1167","KU-C104127",-0.265854830637785,4,-0.253371872219244,0.285514134801601,-0.265854830637785
"1168","BRD-K86800060",-0.265837356076948,1,-0.265837356076948,NA,-0.265837356076948
"1169","BRD-K13513398",-0.26566694026236,1,-0.26566694026236,NA,-0.26566694026236
"1170","BRD-K57180092",-0.26566694026236,1,-0.26566694026236,NA,-0.26566694026236
"1171","BRD-K68494763",-0.26566694026236,1,-0.26566694026236,NA,-0.26566694026236
"1172","BRD-K52542879",-0.265496524447773,1,-0.265496524447773,NA,-0.265496524447773
"1173","ARG-CSC-91",-0.265479204499072,14,-0.122425540744932,0.316574421191455,-0.265479204499072
"1174","deoxyandirobin",-0.265233993369336,4,-0.206270121522028,0.253675099844091,-0.265233993369336
"1175","BRD-K98519396",-0.265165321134303,7,-0.299213726343307,0.403450411386065,-0.265165321134303
"1176","BRD-K70318404",-0.265155692818598,1,-0.265155692818598,NA,-0.265155692818598
"1177","BRD-K74965436",-0.265063577554748,4,-0.4044637138874,0.403082398725118,-0.265063577554748
"1178","BRD-K97808269",-0.26485966880464,4,-0.280845262440354,0.369455883406893,-0.26485966880464
"1179","BRD-K98079119",-0.264831103774032,5,-0.377434585239013,0.398185891834136,-0.264831103774032
"1180","BRD-K70165913",-0.264567443138872,1,-0.264567443138872,NA,-0.264567443138872
"1181","valaciclovir",-0.264543219092858,4,-0.438358238954077,0.574258787100346,-0.264543219092858
"1182","BRD-K36031023",-0.264524355307774,5,-0.272458443453055,0.1664914538066,-0.264524355307774
"1183","BRD-K80070306",-0.264485344239945,3,-0.0390252215405589,0.431122608124169,-0.264485344239945
"1184","BRD-K28738449",-0.264397027324284,1,-0.264397027324284,NA,-0.264397027324284
"1185","BRD-K05205967",-0.264296706389104,2,-0.264296706389104,0.489695082013908,-0.264296706389104
"1186","BRD-K46709181",-0.264226611509697,1,-0.264226611509697,NA,-0.264226611509697
"1187","BRD-K86764949",-0.264226611509697,1,-0.264226611509697,NA,-0.264226611509697
"1188","BJM-AF-64",-0.263852444816381,2,-0.263852444816381,0.485262271274408,-0.263852444816381
"1189","BRD-K98238711",-0.263715364065934,1,-0.263715364065934,NA,-0.263715364065934
"1190","BRD-K62980388",-0.26363015615864,2,-0.26363015615864,0.0504904126307369,-0.26363015615864
"1191","lithium-chloride",-0.263292433537832,1,-0.263292433537832,NA,-0.263292433537832
"1192","immethridine",-0.263166674970605,3,-0.200202138067915,0.22500988952242,-0.263166674970605
"1193","piperacillin",-0.263120050298586,6,-0.249640946334571,0.286848705600885,-0.263120050298586
"1194","BRD-K00270349",-0.262940287228959,1,-0.262940287228959,NA,-0.262940287228959
"1195","BRD-K22485649",-0.262863284992996,1,-0.262863284992996,NA,-0.262863284992996
"1196","BRD-K51368089",-0.262863284992996,1,-0.262863284992996,NA,-0.262863284992996
"1197","BRD-K41924482",-0.262546461158525,7,-0.153374233128834,0.292988243447769,-0.262546461158525
"1198","BRD-K44205194",-0.262266829641939,2,-0.262266829641939,0.318969265473891,-0.262266829641939
"1199","pinocembrin",-0.262213989043885,5,-0.387525562372188,0.270368384893436,-0.262213989043885
"1200","BRD-K03651051",-0.262181621734646,1,-0.262181621734646,NA,-0.262181621734646
"1201","PSH-028",-0.262178656730928,6,-0.286980231765507,0.260927019222557,-0.262178656730928
"1202","BRD-K03339442",-0.261929107021132,1,-0.261929107021132,NA,-0.261929107021132
"1203","BRD-K08781018",-0.261758691206544,1,-0.261758691206544,NA,-0.261758691206544
"1204","BRD-K92489476",-0.261576127367787,3,-0.251326882444193,0.0966931953173654,-0.261576127367787
"1205","rhapontin",-0.261570053355702,4,-0.423227675528289,0.480954585736758,-0.261570053355702
"1206","BRD-K77508012",-0.261478159585822,4,-0.284679618268575,0.285781159558702,-0.261478159585822
"1207","BRD-K12985993",-0.261329542661708,1,-0.261329542661708,NA,-0.261329542661708
"1208","BRD-K78586486",-0.261197627965101,2,-0.261197627965101,0.110084541995097,-0.261197627965101
"1209","BRD-K44746563",-0.260988711032533,1,-0.260988711032533,NA,-0.260988711032533
"1210","ZM-323881",-0.260943170698186,9,-0.0482276755282891,0.381203748472107,-0.260943170698186
"1211","lysylphenylalanyl-tyrosine",-0.260724048294849,3,-0.221540558963872,0.287438350271702,-0.260724048294849
"1212","coumestrol",-0.260695645659085,6,-0.411895023858215,0.524092557530331,-0.260695645659085
"1213","BRD-K14799717",-0.260554465824733,1,-0.260554465824733,NA,-0.260554465824733
"1214","BRD-K99546030",-0.260307047774182,1,-0.260307047774182,NA,-0.260307047774182
"1215","BRD-K99647384",-0.260307047774182,1,-0.260307047774182,NA,-0.260307047774182
"1216","BRD-K55380358",-0.260136631959595,1,-0.260136631959595,NA,-0.260136631959595
"1217","BRD-K47378397",-0.259795800330419,1,-0.259795800330419,NA,-0.259795800330419
"1218","BRD-K76363932",-0.259780687302533,2,-0.259780687302533,0.225726349462666,-0.259780687302533
"1219","BRD-K10134498",-0.259625384515832,1,-0.259625384515832,NA,-0.259625384515832
"1220","tiagabine",-0.259610271487945,2,-0.259610271487945,0.565008943336605,-0.259610271487945
"1221","BRD-K21285939",-0.259531970937207,1,-0.259531970937207,NA,-0.259531970937207
"1222","BRD-K83600073",-0.259284552886657,1,-0.259284552886657,NA,-0.259284552886657
"1223","BRD-K13217265",-0.259099024044182,2,-0.259099024044182,0.0702785396926172,-0.259099024044182
"1224","micropenin",-0.258672984507713,2,-0.258672984507713,0.298630167223038,-0.258672984507713
"1225","velnacrine",-0.258596887618546,4,-0.300595274896261,0.305415201848056,-0.258596887618546
"1226","BRD-K84293326",-0.258509476049681,1,-0.258509476049681,NA,-0.258509476049681
"1227","BRD-K50360938",-0.258435582822086,2,-0.258435582822086,0.429349260628437,-0.258435582822086
"1228","SA-1939891",-0.258432473813719,1,-0.258432473813719,NA,-0.258432473813719
"1229","BRD-K07967120",-0.258339060235094,1,-0.258339060235094,NA,-0.258339060235094
"1230","BRD-K94809766",-0.257998228605919,1,-0.257998228605919,NA,-0.257998228605919
"1231","oxfendazole",-0.257833921174957,7,-0.42348329925017,0.450722052437854,-0.257833921174957
"1232","BRD-K68937023",-0.257758026151162,3,-0.273006134969325,0.259198221728084,-0.257758026151162
"1233","BRD-K86938339",-0.257750810555368,1,-0.257750810555368,NA,-0.257750810555368
"1234","BRD-K28680267",-0.256928931510123,9,-0.246725655450328,0.175753232091735,-0.256928931510123
"1235","amiloride",-0.256801013695286,7,-0.362608409369892,0.411824632759888,-0.256801013695286
